DayOfWeek,Date,PdDistrict
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Sunday,01/29/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Saturday,01/28/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Friday,01/27/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Thursday,01/26/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Wednesday,01/25/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Tuesday,01/24/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Monday,01/23/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Sunday,01/22/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Saturday,01/21/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Friday,01/20/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Thursday,01/19/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Wednesday,01/18/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Tuesday,01/17/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Monday,01/16/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Sunday,01/15/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Saturday,01/14/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Friday,01/13/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Thursday,01/12/2006,TENDERLOIN
Wednesday,01/11/2006,TENDERLOIN
Wednesday,01/11/2006,TENDERLOIN
Wednesday,01/11/2006,TENDERLOIN
Wednesday,01/11/2006,TENDERLOIN
Wednesday,01/11/2006,TENDERLOIN
Wednesday,01/11/2006,TENDERLOIN
Wednesday,01/11/2006,TENDERLOIN
Wednesday,01/11/2006,TENDERLOIN
Wednesday,01/11/2006,TENDERLOIN
Wednesday,01/11/2006,TENDERLOIN
Wednesday,01/11/2006,TENDERLOIN
Wednesday,01/11/2006,TENDERLOIN
