DayOfWeek,Date,PdDistrict
Friday,01/24/2014,TENDERLOIN
Friday,01/24/2014,TENDERLOIN
Friday,01/24/2014,TENDERLOIN
Friday,01/24/2014,TENDERLOIN
Friday,01/24/2014,TENDERLOIN
Friday,01/24/2014,TENDERLOIN
Friday,01/24/2014,TENDERLOIN
Friday,01/24/2014,TENDERLOIN
Friday,01/24/2014,TENDERLOIN
Friday,01/24/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Thursday,01/23/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
Wednesday,01/22/2014,TENDERLOIN
